Date,Temperature (°C),Humidity (%),Water Required (liters),Soil Moisture (%),Crop Type
2024-08-02 22:00:25.020916,29.179939731772635,61.72074082159777,37.76183496156611,43.349375906123825,paddy
2024-08-01 22:00:25.020916,21.445782959236166,53.296213079123355,49.78030768962598,35.03575422487297,paddy
2024-07-31 22:00:25.020916,32.965429042645596,71.69645682492316,32.240615341597916,44.59351219730334,paddy
2024-07-30 22:00:25.020916,24.049050943614336,72.52157276368352,42.57064248674307,39.08983393815759,coffee beans
2024-07-29 22:00:25.020916,33.37880272511158,59.07046022191038,26.236103312719035,25.847530248250568,archenut
2024-07-28 22:00:25.020916,24.259937632655724,75.69041289534823,42.21739329695164,59.381469996674895,archenut
2024-07-27 22:00:25.020916,23.245120807299575,69.33326013419776,19.698502338353393,26.912249041868087,archenut
2024-07-26 22:00:25.020916,26.517782990841244,65.25864670406794,40.68912491158053,39.765658815333936,coffee beans
2024-07-25 22:00:25.020916,21.8040191956555,67.7251940900778,47.799182162224746,56.73595496851637,coffee beans
2024-07-24 22:00:25.020916,26.996407626390315,48.24496775774116,12.003883191716307,31.918426931222875,paddy
2024-07-23 22:00:25.020916,23.441258105032002,75.38581995905237,21.17746209721069,28.935044909862683,archenut
2024-07-22 22:00:25.020916,28.225190250340653,41.68226566518949,35.81086738864293,28.991919699057878,paddy
2024-07-21 22:00:25.020916,23.223225476572964,40.90184944448045,21.040049142669105,23.92924252926321,coffee beans
2024-07-20 22:00:25.020916,20.32043857841468,43.52113286101825,15.478787397763343,44.98395036125737,paddy
2024-07-19 22:00:25.020916,29.650596287407915,57.0228245164376,17.989397549007755,28.658707492946842,coffee beans
2024-07-18 22:00:25.020916,23.38863603156317,41.430029432656504,18.823636347999567,31.743657864187583,coffee beans
2024-07-17 22:00:25.020916,22.600292238925107,79.23363130752091,38.050504238431465,22.329668445112468,paddy
2024-07-16 22:00:25.020916,28.574470876232347,72.24141232309711,25.914087770819265,54.549676733965256,coffee beans
2024-07-15 22:00:25.020916,30.917743729749727,54.043380236114544,22.801573481241615,47.42969657046047,coffee beans
2024-07-14 22:00:25.020916,29.5710864856064,44.15508771446466,30.321710332949195,43.24524912744985,paddy
2024-07-13 22:00:25.020916,24.37779145887299,69.46968531920672,40.03674242555803,45.78295191286524,archenut
2024-07-12 22:00:25.020916,21.685767179257304,62.28589380632406,48.21988786091124,59.92753698490867,archenut
2024-07-11 22:00:25.020916,29.104201410719767,49.7335496982014,11.867379968722531,20.826879329447642,archenut
2024-07-10 22:00:25.020916,30.3291563147681,47.679603768506865,33.6202105015602,34.950830317800055,archenut
2024-07-09 22:00:25.020916,33.55949387174056,70.90603938195954,10.349675560710203,39.0617937811331,paddy
2024-07-08 22:00:25.020916,21.43041932832811,60.31303215999032,23.50966917950213,47.156609417219855,archenut
2024-07-07 22:00:25.020916,26.041328812190248,73.75549922836187,22.604589369737724,27.01483124825093,archenut
2024-07-06 22:00:25.020916,26.121563519958105,79.68635985745833,45.60497377748842,54.875838149003485,paddy
2024-07-05 22:00:25.020916,26.280468524043584,63.26951729395048,16.554869294134757,40.12366124766132,paddy
2024-07-04 22:00:25.020916,34.73435184425478,50.50606028128727,32.470130841404504,34.956729556872254,coffee beans
2024-07-03 22:00:25.020916,32.59318652519363,47.066295054766705,38.87085434443584,47.40851354551203,archenut
2024-07-02 22:00:25.020916,27.196594583968608,71.99753183390067,43.65780155873048,35.387251699069715,coffee beans
2024-07-01 22:00:25.020916,34.17086622805399,60.814273633020974,12.81218186789221,46.23409320024962,paddy
2024-06-30 22:00:25.020916,25.45356589286578,52.81013950530336,13.123586133315296,57.021011852451075,paddy
2024-06-29 22:00:25.020916,28.094668412705722,44.46799903483865,30.57778456217347,38.5684095679848,coffee beans
2024-06-28 22:00:25.020916,20.21126430029907,56.24940914082842,39.47876275493365,53.24864203369741,paddy
2024-06-27 22:00:25.020916,25.530134514104454,50.3935855601788,48.215369605637235,50.04885988817726,coffee beans
2024-06-26 22:00:25.020916,26.43585342258379,42.692977666738415,39.76941651109304,42.40111987086648,coffee beans
2024-06-25 22:00:25.020916,32.097145224267905,40.06687520873666,17.266380978520136,31.8372131663359,archenut
2024-06-24 22:00:25.020916,34.465222023813766,53.784518675653544,47.66737812113435,58.39276014644928,paddy
2024-06-23 22:00:25.020916,34.205524787862075,77.89635444395088,28.221847004059306,58.25013823653434,coffee beans
2024-06-22 22:00:25.020916,20.16113430440835,64.56153088740066,47.86680533891028,33.50845914779285,paddy
2024-06-21 22:00:25.020916,30.985429214373127,53.396742312943516,20.944634054847164,58.62163381412244,paddy
2024-06-20 22:00:25.020916,31.532166379032155,75.33853793373764,13.953439194340094,31.448310086370135,archenut
2024-06-19 22:00:25.020916,33.6740752415684,76.43534235204922,46.80643537945075,22.827413810651368,coffee beans
2024-06-18 22:00:25.020916,29.920077511175823,42.09992023797618,10.574758280099811,59.540169638075,archenut
2024-06-17 22:00:25.020916,22.44184502832602,69.56752651316393,43.257714918544096,46.479565998126226,coffee beans
2024-06-16 22:00:25.020916,25.173538215604868,43.9051167221229,26.60166937433274,47.10441636154026,paddy
2024-06-15 22:00:25.020916,24.187748881183758,70.64909867827993,46.032608341646714,24.4259580300411,paddy
2024-06-14 22:00:25.020916,34.59046398342436,67.52113593033553,18.398018836193902,28.278803884942754,archenut
2024-06-13 22:00:25.020916,22.36197894242475,51.34759458163646,33.173996275330325,21.83880960837365,coffee beans
2024-06-12 22:00:25.020916,20.23087883826326,67.01511885976566,40.55333298951617,36.51626224255972,coffee beans
2024-06-11 22:00:25.020916,24.341062516169444,73.828393612063,12.334804066719013,33.97736110189021,coffee beans
2024-06-10 22:00:25.020916,20.54416516822326,69.11612660243642,29.0169492275066,28.81176599176048,paddy
2024-06-09 22:00:25.020916,34.13143213610743,65.07711025442516,34.586757189398,24.04379696284483,coffee beans
2024-06-08 22:00:25.020916,28.56424737228444,68.9549330489951,34.99993213842677,58.15283848243717,coffee beans
2024-06-07 22:00:25.020916,28.21700975478729,57.62684812685792,39.7823009860478,30.009724752212065,paddy
2024-06-06 22:00:25.020916,32.891023852400615,77.18905026095345,28.83318973934134,47.14813183549124,paddy
2024-06-05 22:00:25.020916,25.624826502309276,76.39154156106015,28.642599984804626,41.83398763243761,paddy
2024-06-04 22:00:25.020916,30.785562489106745,47.29607227807644,29.71849198704212,22.105024265788064,paddy
2024-06-03 22:00:25.020916,33.107597134666044,51.76236321636587,13.546593613909392,35.66918419889532,archenut
2024-06-02 22:00:25.020916,25.522910867841322,53.10309661304905,42.831734338799684,56.60789273009007,archenut
2024-06-01 22:00:25.020916,32.21296359948708,72.43344438879711,22.456678234499435,49.81750748196431,coffee beans
2024-05-31 22:00:25.020916,25.437140561457962,41.59980635213133,19.848387338754687,29.898100710609008,coffee beans
2024-05-30 22:00:25.020916,31.914873545698818,61.57980509559135,15.809552716460464,52.684067499867886,paddy
2024-05-29 22:00:25.020916,34.43059124363718,52.64148160127391,39.95458440246982,43.042332803185374,archenut
2024-05-28 22:00:25.020916,20.69863988545248,53.89633973465869,19.453625356196138,36.18321133148433,paddy
2024-05-27 22:00:25.020916,22.06115519739496,50.155648977503375,33.517094953987446,45.95823534074822,paddy
2024-05-26 22:00:25.020916,20.27162618322173,43.44676887402056,48.554926528944904,26.3727861858587,paddy
2024-05-25 22:00:25.020916,23.175555809265994,60.82353286684924,38.98845426517207,47.14420637275993,coffee beans
2024-05-24 22:00:25.020916,32.40360418332492,77.74463153331733,25.699525304384284,29.005441684468344,paddy
2024-05-23 22:00:25.020916,30.92998151978731,53.423125919010275,25.382053756519362,22.87075931246735,paddy
2024-05-22 22:00:25.020916,23.044791235825773,58.79964341431935,10.859639842058577,29.694545031352323,paddy
2024-05-21 22:00:25.020916,21.21834716570028,50.69067003966874,41.176578352042384,46.83607708300658,paddy
2024-05-20 22:00:25.020916,28.239282794218877,74.4938884016201,35.80456769807154,22.210292336911003,archenut
2024-05-19 22:00:25.020916,24.112540918604473,43.84276151307143,29.397367805125203,51.090954390894254,archenut
2024-05-18 22:00:25.020916,27.864208152689862,69.77247921889929,45.699682790613494,23.766188702159194,archenut
2024-05-17 22:00:25.020916,28.216520372908672,62.57924086949354,45.31397855747954,43.751110771258794,coffee beans
2024-05-16 22:00:25.020916,32.765239841494264,50.11228631335522,43.575417773099936,39.76786882269778,paddy
2024-05-15 22:00:25.020916,32.852724457133434,75.93744391604271,25.239615631726743,31.266909802539864,archenut
2024-05-14 22:00:25.020916,23.336697316499837,53.429883251946926,13.346778261694986,21.271226901916094,coffee beans
2024-05-13 22:00:25.020916,33.132494476090756,46.54897445386232,16.905681741149422,20.891136096539977,paddy
2024-05-12 22:00:25.020916,34.005646216743656,76.77981963530827,14.730547339398473,27.835206544005725,coffee beans
2024-05-11 22:00:25.020916,27.703005070760298,70.72540271355864,37.11176810967934,55.45149363938974,paddy
2024-05-10 22:00:25.020916,20.515736929319175,69.44475373063383,46.11552851956247,29.840266213969876,archenut
2024-05-09 22:00:25.020916,20.040341624430734,72.22660303490738,46.793236058375946,34.246079939806506,archenut
2024-05-08 22:00:25.020916,33.5848504369243,79.87598771122921,10.195455601881802,50.40765819635121,paddy
2024-05-07 22:00:25.020916,21.026898629025432,60.41090566224376,28.549591167795395,39.02613828706903,coffee beans
2024-05-06 22:00:25.020916,23.76554365246305,40.74628619132929,13.692023156520845,48.563485401212034,paddy
2024-05-05 22:00:25.020916,24.11712014664773,74.32464096167219,41.01832944099205,47.56013392071524,archenut
2024-05-04 22:00:25.020916,26.141068865602474,59.210929434468,45.36512252831491,54.779987771451495,archenut
2024-05-03 22:00:25.020916,24.951389091703835,50.97561505708238,31.292770459048548,35.97124782847548,paddy
2024-05-02 22:00:25.020916,22.474702989520008,68.5616225736462,19.963056605084084,53.184680150233184,coffee beans
2024-05-01 22:00:25.020916,31.660662585806648,55.81759074865131,39.75475652744779,26.4562561851157,coffee beans
2024-04-30 22:00:25.020916,20.783493546990115,51.74649755082088,28.971400709058557,23.303175597999473,paddy
2024-04-29 22:00:25.020916,34.37961646788153,75.50730351338079,23.002041416082875,51.13953549423677,archenut
2024-04-28 22:00:25.020916,20.522440307802874,61.83696416897556,27.523577327819687,58.9625816597681,coffee beans
2024-04-27 22:00:25.020916,22.52434841716326,55.560697124963895,11.889119025606867,43.08825505980339,coffee beans
2024-04-26 22:00:25.020916,24.437080234737444,55.60911059403209,42.484559743832556,47.029613619931254,archenut
2024-04-25 22:00:25.020916,27.64424478186386,60.4650104082368,47.482350598563016,21.440910316402046,coffee beans
